orf_id	ref dbname	EC	product	value
	refseq-nr-2014-01-18		aspartyl-tRNA synthetase	2.0
	seed-2014-01-30	6.1.1.12	Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) 6.1.1.23) ## unambiguous	19.0
	metacyc-v4-2011-07-03	6.1.1.12	Aspartyl-tRNA synthetase OS Dictyoglomus thermophilum (strain ATCC 35947 / DSM 3960 H-6-12) GN aspS PE 3 SV 1 # UNIPROT B5YDT0 ASPARTATE--TRNA-LIGASE-RXN 6.1.1.12	33.0

L2_53_1				
	refseq-nr-2014-01-18		DNA polymerase III subunit gamma/tau	5.0
	seed-2014-01-30	2.7.7.7	DNA polymerase III subunits gamma tau (EC 2.7.7.7) # frameshift	20.0

L2_53_2				
	refseq-nr-2014-01-18		DNA polymerase III, subunits gamma tau	6.0
	seed-2014-01-30	2.7.7.7	DNA polymerase III subunits gamma tau (EC 2.7.7.7) # frameshift	20.0

L2_53_3				
	refseq-nr-2014-01-18		membrane protein	1.0
	seed-2014-01-30		Inner membrane protein YihY, formerly thought to be RNase BN	9.0

L2_53_4				
	refseq-nr-2014-01-18		MFS transporter	2.0
	seed-2014-01-30		MFS transporter family protein	3.0

L2_53_5	COG_2013-12-27		COG0047 # F Nucleotide transport metabolism Function: Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain Organism: Nostoc sp. PCC 7120 (Nos)	19.0
	refseq-nr-2014-01-18		Phosphoribosylformylglycinamidine synthase, PurQ subunit (FGAM synthase I)	7.0
	seed-2014-01-30	6.3.5.3	Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)	17.0
	metacyc-v4-2011-07-03	6.3.5.3	Phosphoribosylformylglycinamidine synthase 1 OS Thermomicrobium roseum (strain ATCC 27502 / DSM 5159 P-2) GN purQ PE 3 SV # UNIPROT B9KZ37 FGAMSYN-RXN 6.3.5.3	33.0

L2_53_6	COG_2013-12-27		COG1828 # F Nucleotide transport metabolism Function: Phosphoribosylformylglycinamidine (FGAM) synthase, PurS component Organism: Nostoc sp. PCC 7120 (Nos)	18.0
	refseq-nr-2014-01-18		Phosphoribosylformylglycinamidine synthase, PurS subunit	4.0
	seed-2014-01-30	6.3.5.3	Phosphoribosylformylglycinamidine synthase, PurS subunit (EC 6.3.5.3)	16.0

L2_53_7				
	refseq-nr-2014-01-18		CDP-diacylglycerol--serine O-phosphatidyltransferase	2.0
	seed-2014-01-30	2.7.8.8	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)	14.0

L2_53_8	COG_2013-12-27		COG0413 # H Coenzyme transport metabolism Function: Ketopantoate hydroxymethyltransferase Organism: Nostoc sp. PCC 7120 (Nos)	15.0
	refseq-nr-2014-01-18		3-methyl-2-oxobutanoate hydroxymethyltransferase	2.0
	seed-2014-01-30	2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	14.0
	metacyc-v4-2011-07-03	2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase OS Herpetosiphon aurantiacus (strain ATCC 23779 / DSM 785) GN panB PE 3 SV 1 # UNIPROT A9B2U4 3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN 2.1.2.11	32.0

L2_53_9				
	refseq-nr-2014-01-18		ligase	1.0
	seed-2014-01-30		Lipoate-protein ligase A	3.0

L2_53_11	COG_2013-12-27		COG1832 # R General function prediction only Function: Predicted CoA-binding protein Organism: Thermoplasma volcanium (Tvo)	14.0
	refseq-nr-2014-01-18		CoA-binding protein	1.0
	seed-2014-01-30		Succinyl-CoA synthetase, alpha subunit-related enzymes	5.0

L2_53_12				
	refseq-nr-2014-01-18		D-alanine--D-alanine ligase	2.0
	seed-2014-01-30	6.3.2.4	D-alanine--D-alanine ligase A (EC 6.3.2.4)	15.0
	metacyc-v4-2011-07-03	6.3.2.4	D-alanine--D-alanine ligase OS Clostridium thermocellum (strain ATCC 27405 / DSM 1237) GN ddl PE 3 SV 1 # UNIPROT A3DGS7 DALADALALIG-RXN 6.3.2.4	32.0

L2_53_13				
	seed-2014-01-30		FIG00495469: 	1.0

L2_53_14				
	refseq-nr-2014-01-18		transporter	1.0
	seed-2014-01-30		outer membrane efflux protein	3.0

L2_53_15				
	refseq-nr-2014-01-18		RND transporter	2.0
	seed-2014-01-30		Probable Co/Zn/Cd efflux system membrane fusion protein	6.0

L2_53_16	COG_2013-12-27		COG1136 # V Defense mechanisms Function: ABC-type antimicrobial peptide transport system, ATPase component Organism: Nostoc sp. PCC 7120 (Nos)	19.0
	refseq-nr-2014-01-18		Cell division transporter, ATP-binding protein FtsE	5.0
	seed-2014-01-30		Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)	6.0

L2_53_17				
	refseq-nr-2014-01-18		efflux ABC transporter, permease protein	4.0
	seed-2014-01-30		Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)	6.0

L2_53_18				
	refseq-nr-2014-01-18		ABC transporter efflux protein	3.0
	seed-2014-01-30		ABC transporter efflux protein	3.0

L2_53_19				
	refseq-nr-2014-01-18		radical SAM protein	2.0
	seed-2014-01-30		Radical SAM	2.0

L2_52_0				
	refseq-nr-2014-01-18		CopG family transcripitonal regulator	4.0
	seed-2014-01-30		Programmed cell death antitoxin YdcD	5.0

L2_52_1				
	refseq-nr-2014-01-18		MULTISPECIES: MazF family transcriptional regulator	5.0
	seed-2014-01-30		Programmed cell death toxin YdcE	5.0

L2_52_2				
	refseq-nr-2014-01-18		AMP-dependent synthetase	2.0
	seed-2014-01-30	6.2.1.3	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	14.0

L2_52_3	COG_2013-12-27		COG0161 # H Coenzyme transport metabolism Function: Adenosylmethionine-8-amino-7-oxononanoate aminotransferase Organism: Escherichia coli O157:H7 EDL933 (EcZ)	15.0
	refseq-nr-2014-01-18		adenosylmethionine-8-amino-7-oxononanoate transaminase, partial	3.0
	seed-2014-01-30	2.6.1.62	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	14.0
	metacyc-v4-2011-07-03	2.6.1.62	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase OS Haemophilus influenzae (strain ATCC 51907 / DSM 11121 KW20 Rd) GN bioA PE 3 SV 1 # UNIPROT P44426 DAPASYN-RXN 2.6.1.62	34.0

L2_52_4	COG_2013-12-27		COG0132 # H Coenzyme transport metabolism Function: Dethiobiotin synthetase Organism: Neisseria meningitidis MC58 (Nme)	14.0
	refseq-nr-2014-01-18		dithiobiotin synthetase	2.0
	seed-2014-01-30	6.3.3.3	Dethiobiotin synthetase (EC 6.3.3.3)	14.0
	metacyc-v4-2011-07-03	6.3.3.3	ATP-dependent dethiobiotin synthetase BioD OS Neisseria meningitidis serogroup C (strain 053442) GN bioD PE 3 SV 1 # UNIPROT A9M388 DETHIOBIOTIN-SYN-RXN 6.3.3.3	32.0

L2_52_5				
	refseq-nr-2014-01-18		biotin biosynthesis protein BioC	3.0
	seed-2014-01-30		Biotin synthesis protein BioC	3.0

L2_52_6				
	seed-2014-01-30		Biotin synthesis protein BioG	3.0

L2_52_7	COG_2013-12-27		COG0156 # H Coenzyme transport metabolism Function: 7-keto-8-aminopelargonate synthetase related enzymes Organism: Neisseria meningitidis Z2491 (NmA)	16.0
	refseq-nr-2014-01-18		8-amino-7-oxononanoate synthase	2.0
	seed-2014-01-30	2.3.1.47	8-amino-7-oxononanoate synthase (EC 2.3.1.47)	14.0
	metacyc-v4-2011-07-03	2.3.1.47	Putative 8-amino-7-oxononanoate synthase/2-amino-3-ketobutyrate coenzyme A ligase OS Chlorobaculum parvum (strain NCIB 8327) GN PE 3 SV 2 # UNIPROT B3QLR6 AKBLIG-RXN 2.3.1.47 2.3.1.29	33.0

L2_52_8				
	refseq-nr-2014-01-18		biotin synthase	2.0
	seed-2014-01-30	2.8.1.6	Biotin synthase (EC 2.8.1.6)	14.0
	metacyc-v4-2011-07-03	2.8.1.6	Biotin synthase OS Chlorobium phaeobacteroides (strain BS1) GN bioB PE 3 SV 1 # UNIPROT B3EPW2 2.8.1.6-RXN 2.8.1.6	28.0

L2_52_9				
	refseq-nr-2014-01-18		biotin-(acetyl-CoA carboxylase) ligase	3.0
	seed-2014-01-30	6.3.4.9	Biotin operon repressor / Biotin--protein ligase (EC 6.3.4.9, EC 6.3.4.10, 6.3.4.11, 6.3.4.15)	22.0

L2_52_10				
	refseq-nr-2014-01-18		N-acetylmuramoyl-L-alanine amidase	2.0
	seed-2014-01-30	3.5.1.28	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	14.0

L2_52_11				
	refseq-nr-2014-01-18		DNA topoisomerase I	3.0
	seed-2014-01-30	5.99.1.2	DNA topoisomerase I (EC 5.99.1.2)	15.0

L2_52_12				
	refseq-nr-2014-01-18		ferrous iron transport protein B	4.0
	seed-2014-01-30		Ferrous iron transport protein B	4.0

L2_52_13				
	refseq-nr-2014-01-18		iron transporter FeoA	3.0
	seed-2014-01-30		Ferrous iron transport protein A	4.0

L2_52_14				
	refseq-nr-2014-01-18		inhibitor protein kinase C, contains transferase domain	6.0
	seed-2014-01-30	3.6.1.17	Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) (EC 3.6.1.17)	14.0

L2_52_15	COG_2013-12-27		COG1253 # R General function prediction only Function: Hemolysins related proteins containing CBS domains Organism: Nostoc sp. PCC 7120 (Nos)	20.0
	seed-2014-01-30		Hemolysins related proteins containing CBS domains	6.0

L2_52_16				
	seed-2014-01-30		FIG00499912: 	1.0

L2_52_17				
	refseq-nr-2014-01-18		twin-arginine translocation protein, TatA/E family subunit	6.0
	seed-2014-01-30		Twin-arginine translocation protein TatA	3.0

L2_51_0				
	refseq-nr-2014-01-18		protochlorophyllide reductase	2.0
	seed-2014-01-30		FIG00495524: 	1.0

L2_51_1				
	refseq-nr-2014-01-18		chlorosome envelope protein B	3.0
	seed-2014-01-30		Chlorosome protein B envelope	3.0

L2_51_2				
	refseq-nr-2014-01-18		aminoglycoside phosphotransferase	2.0
	seed-2014-01-30		COG3178: Predicted phosphotransferase related to Ser/Thr protein kinases	7.0

L2_51_5	COG_2013-12-27		COG1343 # L Replication, recombination repair Function: Uncharacterized protein predicted to be involved DNA Organism: Streptococcus pyogenes M1 GAS (Spy)	18.0
	refseq-nr-2014-01-18		CRISPR-associated endoribonuclease Cas2	3.0
	seed-2014-01-30		CRISPR-associated protein Cas2	2.0

L2_51_6	COG_2013-12-27		COG1518 # L Replication, recombination repair Function: Uncharacterized protein predicted to be involved DNA Organism: Streptococcus pyogenes M1 GAS (Spy)	18.0
	refseq-nr-2014-01-18		CRISPR subtype I-C/DVULG-associated protein Cas1	4.0
	seed-2014-01-30		CRISPR-associated protein Cas1	2.0

L2_51_7				
	refseq-nr-2014-01-18		CRISPR-associated Cas4 family protein	3.0
	seed-2014-01-30		CRISPR-associated RecB family exonuclease Cas4 [Haemophilus	6.0

L2_51_8				
	refseq-nr-2014-01-18		CRISPR subtype I-C/DVULG-associated protein Cas7/Csd2	4.0
	seed-2014-01-30		CRISPR-associated protein, Csd2/Csh2 family	4.0

L2_51_9				
	refseq-nr-2014-01-18		CRISPR-associated protein Cas8c/Csd1, subtype I-C/DVULG	4.0
	seed-2014-01-30		CRISPR-associated protein, Csd1 family	4.0

L2_51_10				
	refseq-nr-2014-01-18		CRISPR-associated protein cas5, subtype I-c/dvulg	4.0
	seed-2014-01-30		CRISPR-associated protein, Cas5d family	4.0

L2_51_11				
	refseq-nr-2014-01-18		CRISPR-associated helicase Cas3	3.0
	seed-2014-01-30		CRISPR-associated helicase Cas3	3.0

L2_51_12				
	refseq-nr-2014-01-18		DEAD/DEAH box helicase	3.0
	seed-2014-01-30		CRISPR-associated helicase Cas3	3.0

L2_51_14				
	refseq-nr-2014-01-18		Hypothetical protein	1.0

L2_51_15				
	refseq-nr-2014-01-18		ATP-dependent DNA helicase recG-like protein	4.0
	seed-2014-01-30		ATP-dependent DNA helicase	3.0

L2_51_16	COG_2013-12-27		COG1487 # R General function prediction only Function: Predicted nucleic acid-binding protein, contains PIN domain Organism: Salmonella typhimurium LT2 (Sty)	20.0
	refseq-nr-2014-01-18		PIN (PilT N terminus) domain-containing protein	5.0
	seed-2014-01-30		VapC toxin protein	2.0

L2_51_17	COG_2013-12-27		COG4456 # S Function unknown Function: Virulence-associated protein related proteins Organism: Salmonella typhimurium LT2 (Sty)	14.0
	refseq-nr-2014-01-18		VapB/FitA-like antitoxin protein type II toxin-antitoxin system	6.0
	seed-2014-01-30		VapB protein (antitoxin to VapC)	4.0

L2_51_19	COG_2013-12-27		COG1902 # C Energy production conversion Function: NADH:flavin oxidoreductases, Old Yellow Enzyme family Organism: Clostridium acetobutylicum (Cac)	17.0
	refseq-nr-2014-01-18		NADH:flavin oxidoreductase	2.0
	seed-2014-01-30		NADH:flavin oxidoreductase/NADH oxidase	3.0

L2_51_20				
	refseq-nr-2014-01-18		XRE family plasmid maintenance system antidote protein	6.0
	seed-2014-01-30		Helix-turn-helix motif	2.0

L2_51_21				
	seed-2014-01-30		FIG00939565: 	1.0

L2_51_22				
	refseq-nr-2014-01-18		ATPase (AAA+ superfamily)-like protein	3.0
	seed-2014-01-30		ATPase (AAA+ superfamily)-like protein	3.0

L2_51_23				
	refseq-nr-2014-01-18		ATPase AAA	2.0
	seed-2014-01-30		ATPase (AAA+ superfamily)-like	3.0

L2_51_24	COG_2013-12-27		COG0655 # R General function prediction only Function: Multimeric flavodoxin WrbA Organism: Methanosarcina acetivorans str.C2A (Mac)	16.0
	refseq-nr-2014-01-18		multimeric flavodoxin WrbA	3.0
	seed-2014-01-30		NAD(P)H dehydrogenase (quinone):NADPH-dependent FMN reductase	5.0

L2_51_25				
	seed-2014-01-30		M. jannaschii predicted coding region MJ0455	5.0

L2_51_27				
	refseq-nr-2014-01-18		sulfide-quinone reductase	2.0
	seed-2014-01-30		sulfide-quinone reductase, putative	3.0

L2_51_28	COG_2013-12-27		COG0607 # P Inorganic ion transport metabolism Function: Rhodanese-related sulfurtransferase Organism: Vibrio cholerae (Vch)	14.0
	refseq-nr-2014-01-18		A33Mdanese-related sulfurtransferase	2.0
	seed-2014-01-30		Protein unknown function (DUF2892)	4.0

L2_51_29	COG_2013-12-27		COG0446 # R General function prediction only Function: Uncharacterized NAD(FAD)-dependent dehydrogenases Organism: Aquifex aeolicus (Aae)	15.0
	refseq-nr-2014-01-18		sulfide-quinone reductase	2.0
	seed-2014-01-30		FAD-dependent pyridine nucleotide-disulphide oxidoreductase	4.0

L2_51_30				
	refseq-nr-2014-01-18		putative redox protein, regulator disulfide bond formation	7.0
	seed-2014-01-30		FIG00495795: 	1.0

L2_51_31				
	seed-2014-01-30		FIG00495678: 	1.0

L2_51_32	COG_2013-12-27		COG0841 # V Defense mechanisms Function: Cation/multidrug efflux pump Organism: Aquifex aeolicus (Aae)	13.0
	refseq-nr-2014-01-18		cation/multidrug efflux pump	3.0
	seed-2014-01-30		Acriflavin resistance protein	2.0

L2_51_33				
	seed-2014-01-30		FIG00495613: 	1.0

L2_51_34				
	refseq-nr-2014-01-18		transporter	1.0
	seed-2014-01-30		Outer membrane protein, RND efflux system precursor	7.0

L2_51_35				
	seed-2014-01-30		FIG00495817: 	1.0

L2_51_36				
	refseq-nr-2014-01-18		rhodanese	1.0
	seed-2014-01-30		Rhodanese domain protein	2.0

L2_51_37	COG_2013-12-27		COG0165 # E Amino acid transport metabolism Function: Argininosuccinate lyase Organism: Nostoc sp. PCC 7120 (Nos)	16.0
	refseq-nr-2014-01-18		argininosuccinate lyase	2.0
	seed-2014-01-30	4.3.2.1	Argininosuccinate lyase (EC 4.3.2.1)	14.0
	metacyc-v4-2011-07-03	4.3.2.1	Argininosuccinate lyase OS Chlorobium phaeobacteroides (strain DSM 266) GN argH PE 3 SV 2 # UNIPROT A1BG31 ARGSUCCINLYA-RXN 4.3.2.1	29.0

L2_51_38	COG_2013-12-27		COG4870 # O Posttranslational modification, protein turnover, chaperones Function: Cysteine protease Organism: Methanosarcina acetivorans str.C2A (Mac)	15.0
	refseq-nr-2014-01-18		cysteine protease	2.0
	seed-2014-01-30		peptidase C1A papain	3.0

L2_51_39				
	refseq-nr-2014-01-18		type 11 methyltransferase	3.0
	seed-2014-01-30		methyltransferase, putative	2.0

L2_51_40				
	refseq-nr-2014-01-18		HAD family hydrolase	3.0
	seed-2014-01-30	3.1.3.18	Phosphoglycolate phosphatase (EC 3.1.3.18)	14.0

L2_51_41				
	refseq-nr-2014-01-18		metallophosphoesterase	1.0
	seed-2014-01-30		no significant homology.	3.0

L2_51_42	COG_2013-12-27		COG0566 # J Translation, ribosomal structure biogenesis Function: rRNA methylases Organism: Escherichia coli O157:H7 EDL933 (EcZ)	16.0
	refseq-nr-2014-01-18		putative RNA methylase	3.0
	seed-2014-01-30	2.1.1.34	tRNA (Guanosine18-2'-O-) -methyltransferase (EC 2.1.1.34)	15.0

L2_51_43				
	refseq-nr-2014-01-18		NUDIX hydrolase	2.0
	seed-2014-01-30		Mutator mutT protein (7,8-dihydro-8-oxoguanine-triphosphatase) (EC 3.6.1.-)	5.0

L2_51_44	COG_2013-12-27		COG0474 # P Inorganic ion transport metabolism Function: Cation ATPase Organism: Nostoc sp. PCC 7120 (Nos)	16.0
	refseq-nr-2014-01-18		P-type HAD superfamily ATPase	4.0
	seed-2014-01-30	3.6.3.3	Lead, cadmium, zinc mercury transporting ATPase (EC 3.6.3.3) 3.6.3.5) Copper-translocating P-type 3.6.3.4)	22.0

L2_51_45				
	refseq-nr-2014-01-18		Protein unknown function DUF3683	4.0
	seed-2014-01-30		FAD linked oxidase domain protein	4.0

L2_50_0	COG_2013-12-27		COG0659 # P Inorganic ion transport metabolism Function: Sulfate permease related transporters (MFS superfamily) Organism: Chlamydophila pneumoniae CWL029 (Cpn)	19.0
	refseq-nr-2014-01-18		sulfate permease	2.0
	seed-2014-01-30		Sulfate permease	2.0

L2_50_1	COG_2013-12-27		NULL # E Amino acid transport metabolism Function: transporters Organism: Methanosarcina acetivorans str.C2A (Mac)	14.0
	seed-2014-01-30		FIG00495573: 	1.0

L2_50_2	COG_2013-12-27		NULL # R General function prediction only Function: Predicted metal-dependent enzyme double-stranded beta helix superfamily Organism: Nostoc sp. PCC 7120 (Nos)	21.0
	refseq-nr-2014-01-18		Nitrogenase-associated protein NifO	2.0
	seed-2014-01-30		Nitrogenase-associated protein NifO	2.0

L2_50_3				
	seed-2014-01-30		FIG00495796: 	1.0

L2_50_4				
	refseq-nr-2014-01-18		TspO MBR like proteins	4.0
	seed-2014-01-30		CrtK protein	1.0

L2_50_5				
	refseq-nr-2014-01-18		Protein unknown function DUF296	4.0
	seed-2014-01-30		FIG00495517: 	1.0

L2_50_6	COG_2013-12-27		COG0686 # E Amino acid transport metabolism Function: Alanine dehydrogenase Organism: Sinorhizobium meliloti (Sme)	14.0
	refseq-nr-2014-01-18		Alanine dehydrogenase	2.0
	seed-2014-01-30	1.4.1.1	Alanine dehydrogenase (EC 1.4.1.1)	14.0
	metacyc-v4-2011-07-03	1.4.1.1	Alanine dehydrogenase 1 OS Staphylococcus aureus (strain MSSA476) GN ald1 PE 3 SV # UNIPROT Q6G9C3 ALANINE-DEHYDROGENASE-RXN SAUR282459:SAS1382-MONOMER 1.4.1.1	29.0

L2_50_7				
	refseq-nr-2014-01-18		zinc protease	2.0
	seed-2014-01-30		zinc protease, putative	3.0

L2_50_8	COG_2013-12-27		COG0626 # E Amino acid transport metabolism Function: Cystathionine beta-lyases/cystathionine gamma-synthases Organism: Helicobacter pylori 26695 (Hpy)	16.0
	refseq-nr-2014-01-18		cystathionine beta-lyase	2.0
	seed-2014-01-30	4.4.1.1	Cystathionine gamma-lyase (EC 4.4.1.1)	14.0
	metacyc-v4-2011-07-03	4.4.1.8	Cystathionine beta-lyase OS Lactococcus lactis subsp. cremoris (strain MG1363) GN metC PE 1 SV # UNIPROT A2RM21 CYSTATHIONINE-BETA-LYASE-RXN 4.4.1.8	29.0

L2_50_10				
	refseq-nr-2014-01-18		deoxyribonuclease	1.0

L2_50_11				
	seed-2014-01-30		UPF0301 protein YqgE	2.0

L2_50_12	COG_2013-12-27		COG1225 # O Posttranslational modification, protein turnover, chaperones Function: Peroxiredoxin Organism: Nostoc sp. PCC 7120 (Nos)	15.0
	refseq-nr-2014-01-18		alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen	8.0
	seed-2014-01-30	1.11.1.15	Thiol peroxidase, Bcp-type (EC 1.11.1.15)	15.0
	metacyc-v4-2011-07-03	1.11.1.17	Bacterioferritin comigratory protein OS Photobacterium profundum 3TCK GN bcp PE 4 SV 1 # UNIPROT Q1YYP4 RXN-6701 1.11.1.17	27.0

L2_50_13				
	refseq-nr-2014-01-18		NUDIX hydrolase	2.0
	seed-2014-01-30		Nudix hydrolase family protein	3.0

L2_50_15				
	refseq-nr-2014-01-18		histidine kinase	2.0
	seed-2014-01-30	2.7.13.3	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3) # frameshift	19.0

L2_50_16	COG_2013-12-27		COG0745 # TK Function: Response regulators consisting CheY-like receiver domain winged-helix DNA-binding Organism: Listeria innocua (Lin)	16.0
	refseq-nr-2014-01-18		response regulator (CheY-like domain winged-helix DNA-binding containing protein)	8.0
	seed-2014-01-30		Phosphate regulon transcriptional regulatory protein PhoB (SphR)	6.0

L2_50_17	COG_2013-12-27		COG0444 # EP Function: ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component Organism: Bacillus halodurans (Bha)	14.0
	refseq-nr-2014-01-18		Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)	6.0
	seed-2014-01-30		Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)	6.0

L2_50_18				
	refseq-nr-2014-01-18		transcription-repair coupling factor	3.0
	seed-2014-01-30		Transcription-repair coupling factor	3.0

L2_50_19				
	refseq-nr-2014-01-18		ferredoxin	1.0
	seed-2014-01-30		Chlorosome protein X	2.0

L2_50_20				
	refseq-nr-2014-01-18		chlorosome protein J	2.0
	seed-2014-01-30		Chlorosome protein J, 2Fe-2S ferredoxin	4.0

L2_50_21				
	refseq-nr-2014-01-18		Alanine dehydrogenase 2	3.0
	seed-2014-01-30	1.4.1.1	Alanine dehydrogenase (EC 1.4.1.1)	14.0

L2_50_22	COG_2013-12-27		COG1233 # Q Secondary metabolites biosynthesis, transport catabolism Function: Phytoene dehydrogenase related proteins Organism: Nostoc sp. PCC 7120 (Nos)	19.0
	refseq-nr-2014-01-18		Carotenoid cis-trans isomerase	3.0
	seed-2014-01-30		Carotenoid cis-trans isomerase (EC 5.2.-.-)	5.0
	metacyc-v4-2011-07-03		Carotenoid isomerase, chloroplastic OS Solanum lycopersicum GN CRTISO PE 2 SV 1 # UNIPROT Q8S4R4 RXN-8042 MetaCyc:MONOMER-12167 NIL	18.0

L2_50_23				
	refseq-nr-2014-01-18		RNA polymerase sigma-70 factor, ECF subfamily	6.0
	seed-2014-01-30		RNA polymerase sigma-70 factor, ECF subfamily	6.0

L2_50_24				
	refseq-nr-2014-01-18		anti-sigma factor	2.0
	seed-2014-01-30		FIG00496668: 	1.0

L2_50_26				
	refseq-nr-2014-01-18		heat shock protein Hsp20	3.0
	seed-2014-01-30		heat shock protein, Hsp20 family	5.0

L2_50_27	COG_2013-12-27		COG0443 # O Posttranslational modification, protein turnover, chaperones Function: Molecular chaperone Organism: Nostoc sp. PCC 7120 (Nos)	16.0
	refseq-nr-2014-01-18		molecular chaperone DnaK	3.0
	seed-2014-01-30		Chaperone protein DnaK	2.0

L2_50_28				
	refseq-nr-2014-01-18		P840 reaction center protein	3.0
	seed-2014-01-30		Photosystem P840 reaction center subunit PscD	6.0

L2_50_29				
	refseq-nr-2014-01-18		membrane protein	1.0
	seed-2014-01-30		TPR repeat containing exported protein Putative periplasmic protein contains prenylyltransferase domain	9.0

L2_50_30				
	refseq-nr-2014-01-18		flagellar motor protein MotB	3.0
	seed-2014-01-30		18K peptidoglycan-associated outer membrane lipoprotein Peptidoglycan-associated lipoprotein precursor Outer protein P6 OmpA/MotB precursor	10.0

L2_50_31				
	refseq-nr-2014-01-18		membrane protein	1.0
	seed-2014-01-30		18K peptidoglycan-associated outer membrane lipoprotein Peptidoglycan-associated lipoprotein precursor Outer protein P6 OmpA/MotB precursor	10.0

L2_50_32				
	refseq-nr-2014-01-18		translocation protein TolB	2.0
	seed-2014-01-30		tolB protein precursor, periplasmic involved tonb-independent uptake group A colicins	9.0

L2_50_33				
	refseq-nr-2014-01-18		Fis family transcriptional regulator	4.0
	seed-2014-01-30		Putative TolA protein	2.0

L2_50_34	COG_2013-12-27		COG0848 # U Intracellular trafficking, secretion, vesicular transport Function: Biopolymer protein Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	17.0
	refseq-nr-2014-01-18		cell division transport-associated protein TolR	4.0
	seed-2014-01-30		Biopolymer transport protein ExbD/TolR	3.0

L2_50_35				
	refseq-nr-2014-01-18		cell division transport-associated protein TolQ	4.0
	seed-2014-01-30		MotA/TolQ/ExbB proton channel family protein	4.0

L2_50_36				
	refseq-nr-2014-01-18		membrane protein	1.0
	seed-2014-01-30		COG1836 / Phytol kinase (2.7.1.-)	5.0

L2_50_37	COG_2013-12-27		COG0129 # EG Function: Dihydroxyacid dehydratase/phosphogluconate dehydratase Organism: Staphylococcus aureus N315 (Sau)	12.0
	refseq-nr-2014-01-18		dihydroxy-acid dehydratase	2.0
	seed-2014-01-30	4.2.1.9	Dihydroxy-acid dehydratase (EC 4.2.1.9)	14.0
	metacyc-v4-2011-07-03	4.2.1.9	Dihydroxy-acid dehydratase OS Pelobacter carbinolicus (strain DSM 2380 / Gra Bd 1) GN ilvD PE 3 SV 1 # UNIPROT Q3A3A5 DIHYDROXYISOVALDEHYDRAT-RXN 4.2.1.9	33.0

L2_50_38	COG_2013-12-27		COG0028 # EH Function: Thiamine pyrophosphate-requiring enzymes Organism: Methanosarcina acetivorans str.C2A (Mac)	12.0
	refseq-nr-2014-01-18		acetolactate synthase, large subunit, biosynthetic type	6.0
	seed-2014-01-30	2.2.1.6	Acetolactate synthase large subunit (EC 2.2.1.6)	16.0
	metacyc-v4-2011-07-03	2.2.1.6	Acetolactate synthase catalytic subunit, mitochondrial OS Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN ILV2 PE 1 SV # UNIPROT P07342 ACETOLACTSYN-RXN 2.2.1.6	33.0

L2_50_39	COG_2013-12-27		COG0440 # E Amino acid transport metabolism Function: Acetolactate synthase, small (regulatory) subunit Organism: Neisseria meningitidis MC58 (Nme)	18.0
	refseq-nr-2014-01-18		acetolactate synthase 3 regulatory subunit	5.0
	seed-2014-01-30	2.2.1.6	Acetolactate synthase small subunit (EC 2.2.1.6)	16.0
	metacyc-v4-2011-07-03	2.2.1.6	Acetolactate synthase small subunit OS Haemophilus influenzae (strain ATCC 51907 / DSM 11121 KW20 Rd) GN ilvH PE 3 SV 1 # UNIPROT P45260 ACETOLACTSYN-RXN 2.2.1.6	36.0

L2_50_40	COG_2013-12-27		COG0059 # EH Function: Ketol-acid reductoisomerase Organism: Nostoc sp. PCC 7120 (Nos)	12.0
	refseq-nr-2014-01-18		ketol-acid reductoisomerase	2.0
	seed-2014-01-30	1.1.1.86	Ketol-acid reductoisomerase (EC 1.1.1.86)	14.0
