orf_id	ref dbname	EC	product	value
	metacyc-v4-2011-07-03	6.3.1.5	NH(3)-dependent NAD(+) synthetase OS Geobacter lovleyi (strain ATCC BAA-1151 / DSM 17278 SZ) GN nadE PE 3 SV 1 # UNIPROT B3E4K8 NAD-SYNTH-NH3-RXN 6.3.1.5	34.0

gridtest_143_6	COG_2013-12-27		COG0029 # H Coenzyme transport metabolism Function: Aspartate oxidase Organism: Escherichia coli O157:H7 (Ecs)	14.0
	metacyc-v4-2011-07-03	1.4.3.16	L-aspartate oxidase OS Escherichia coli O157:H7 GN nadB PE 3 SV 1 # UNIPROT Q8XA23 L-ASPARTATE-OXID-RXN ECOL83334:ECS3440-MONOMER 1.4.3.16	28.0

gridtest_143_7	COG_2013-12-27		COG0586 # S Function unknown Function: Uncharacterized membrane-associated protein Organism: Neisseria meningitidis MC58 (Nme)	13.0

gridtest_143_8	COG_2013-12-27		COG1945 # S Function unknown Function: Uncharacterized conserved protein Organism: Methanosarcina acetivorans str.C2A (Mac)	12.0
	metacyc-v4-2011-07-03	4.1.1.19	Pyruvoyl-dependent arginine decarboxylase 2 OS Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 Goe1 Go1 JCM 11833 OCM 88) GN pdaD2 PE 3 SV 1 # UNIPROT P58890 ARGDECARBOX-RXN MMAZ192952:MM2595-MONOMER 4.1.1.19	41.0

gridtest_143_9	COG_2013-12-27		COG0162 # J Translation, ribosomal structure biogenesis Function: Tyrosyl-tRNA synthetase Organism: Pasteurella multocida (Pmu)	14.0
	metacyc-v4-2011-07-03	6.1.1.1	Tyrosyl-tRNA synthetase 2 OS Bacillus licheniformis (strain DSM 13 / ATCC 14580) GN tyrS2 PE 3 SV 1 # UNIPROT Q65MW0 TYROSINE--TRNA-LIGASE-RXN BLIC279010:BL00484-MONOMER 6.1.1.1	34.0

gridtest_143_10	COG_2013-12-27		COG0691 # O Posttranslational modification, protein turnover, chaperones Function: tmRNA-binding Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	16.0

gridtest_143_16	COG_2013-12-27		COG0379 # H Coenzyme transport metabolism Function: Quinolinate synthase Organism: Nostoc sp. PCC 7120 (Nos)	15.0
	metacyc-v4-2011-07-03	2.5.1.72	Quinolinate synthase A 2 OS Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 JCM 12185 C2A) GN nadA2 PE 3 SV 1 # UNIPROT Q8TME2 QUINOLINATE-SYNTHA-RXN MACE188937:MA2716-MONOMER 2.5.1.72	38.0

gridtest_143_20	COG_2013-12-27		COG2195 # E Amino acid transport metabolism Function: Di- tripeptidases Organism: Escherichia coli O157:H7 EDL933 (EcZ)	16.0

gridtest_143_21	COG_2013-12-27		COG4675 # S Function unknown Function: Microcystin-dependent protein Organism: Nostoc sp. PCC 7120 (Nos)	13.0

gridtest_143_23	COG_2013-12-27		COG0209 # F Nucleotide transport metabolism Function: Ribonucleotide reductase, alpha subunit Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	18.0

gridtest_143_26	COG_2013-12-27		NULL # J Translation, ribosomal structure biogenesis Function: tRNA rRNA cytosine-C5-methylases Organism: Nostoc sp. PCC 7120 (Nos)	17.0

gridtest_144_12	COG_2013-12-27		COG0715 # P Inorganic ion transport metabolism Function: ABC-type nitrate/sulfonate/bicarbonate systems, periplasmic components Organism: Pseudomonas aeruginosa (Pae)	17.0

gridtest_144_13	COG_2013-12-27		COG1961 # L Replication, recombination repair Function: Site-specific recombinases, DNA invertase Pin homologs Organism: Pseudomonas aeruginosa (Pae)	17.0

gridtest_144_23				
	metacyc-v4-2011-07-03	2.1.2.2	Phosphoribosylglycinamide formyltransferase, chloroplastic OS Vigna unguiculata GN PUR3 PE 2 SV # UNIPROT P52423 GART-RXN 2.1.2.2	26.0

gridtest_144_25	COG_2013-12-27		COG0463 # M Cell wall/membrane/envelope biogenesis Function: Glycosyltransferases involved cell wall Organism: Nostoc sp. PCC 7120 (Nos)	17.0

gridtest_144_26	COG_2013-12-27		COG0648 # L Replication, recombination repair Function: Endonuclease IV Organism: Escherichia coli O157:H7 EDL933 (EcZ)	15.0

gridtest_144_29	COG_2013-12-27		COG0034 # F Nucleotide transport metabolism Function: Glutamine phosphoribosylpyrophosphate amidotransferase Organism: Caulobacter vibrioides (Ccr)	14.0

gridtest_144_31	COG_2013-12-27		COG0060 # J Translation, ribosomal structure biogenesis Function: Isoleucyl-tRNA synthetase Organism: Clostridium acetobutylicum (Cac)	14.0
	metacyc-v4-2011-07-03	6.1.1.5	Isoleucyl-tRNA synthetase OS Thermus thermophilus (strain HB27 / ATCC BAA-163 DSM 7039) GN ileS PE 3 SV 2 # UNIPROT Q72JR6 ISOLEUCINE--TRNA-LIGASE-RXN 6.1.1.5	33.0

gridtest_144_33	COG_2013-12-27		COG0836 # M Cell wall/membrane/envelope biogenesis Function: Mannose-1-phosphate guanylyltransferase Organism: Escherichia coli O157:H7 EDL933 (EcZ)	15.0
	metacyc-v4-2011-07-03	2.7.7.13	Alginate biosynthesis protein AlgA OS Pseudomonas putida (strain KT2440) GN algA PE 3 SV 1 # UNIPROT Q88ND5 MANNPISOM-RXN 2.7.7.13 5.3.1.8	30.0

gridtest_144_34	COG_2013-12-27		COG1087 # M Cell wall/membrane/envelope biogenesis Function: UDP-glucose 4-epimerase Organism: Deinococcus radiodurans (Dra)	13.0
	metacyc-v4-2011-07-03	5.1.3.2	UDP-glucose 4-epimerase OS Corynebacterium glutamicum GN galE PE 3 SV 2 # UNIPROT Q45291 UDPGLUCEPIM-RXN CGLU196627:CG2104-MONOMER 5.1.3.2	27.0

gridtest_144_35	COG_2013-12-27		COG1088 # M Cell wall/membrane/envelope biogenesis Function: dTDP-D-glucose 4,6-dehydratase Organism: Escherichia coli K12 (Eco)	14.0
	metacyc-v4-2011-07-03	4.2.1.46	dTDP-glucose 4,6-dehydratase 1 OS Escherichia coli (strain K12) GN rfbB PE 3 SV 2 # UNIPROT P37759 DTDPGLUCDEHYDRAT-RXN MetaCyc:DTDPGLUCDEHYDRAT-MONOMER 4.2.1.46	30.0

gridtest_144_36	COG_2013-12-27		COG1091 # M Cell wall/membrane/envelope biogenesis Function: dTDP-4-dehydrorhamnose reductase Organism: Nostoc sp. PCC 7120 (Nos)	15.0

gridtest_144_41	COG_2013-12-27		COG1830 # G Carbohydrate transport metabolism Function: DhnA-type fructose-1,6-bisphosphate aldolase related enzymes Organism: Escherichia coli O157:H7 EDL933 (EcZ)	18.0

gridtest_144_46	COG_2013-12-27		COG0528 # F Nucleotide transport metabolism Function: Uridylate kinase Organism: Nostoc sp. PCC 7120 (Nos)	15.0
	metacyc-v4-2011-07-03	2.7.4.22	Uridylate kinase OS Synechocystis sp. (strain ATCC 27184 / PCC 6803 N-1) GN pyrH PE 3 SV 1 # UNIPROT P74457 2.7.4.22-RXN SSP1148:SLL0144-MONOMER 2.7.4.22	34.0

gridtest_144_47	COG_2013-12-27		COG0264 # J Translation, ribosomal structure biogenesis Function: Translation elongation factor Ts Organism: Aquifex aeolicus (Aae)	16.0

gridtest_144_48	COG_2013-12-27		COG0052 # J Translation, ribosomal structure biogenesis Function: Ribosomal protein S2 Organism: Staphylococcus aureus N315 (Sau)	15.0

gridtest_144_49	COG_2013-12-27		COG0103 # J Translation, ribosomal structure biogenesis Function: Ribosomal protein S9 Organism: Neisseria meningitidis MC58 (Nme)	15.0

gridtest_144_50	COG_2013-12-27		COG0102 # J Translation, ribosomal structure biogenesis Function: Ribosomal protein L13 Organism: Nostoc sp. PCC 7120 (Nos)	16.0

gridtest_144_51	COG_2013-12-27		COG1160 # R General function prediction only Function: Predicted GTPases Organism: Staphylococcus aureus N315 (Sau)	15.0

gridtest_144_52	COG_2013-12-27		COG0489 # D Cell cycle control, cell division, chromosome partitioning Function: ATPases involved Organism: Nostoc sp. PCC 7120 (Nos)	19.0

gridtest_144_53	COG_2013-12-27		COG0694 # O Posttranslational modification, protein turnover, chaperones Function: Thioredoxin-like proteins domains Organism: Nostoc sp. PCC 7120 (Nos)	17.0

gridtest_144_55	COG_2013-12-27		COG0404 # E Amino acid transport metabolism Function: Glycine cleavage system T protein (aminomethyltransferase) Organism: Bacillus subtilis (Bsu)	17.0
	metacyc-v4-2011-07-03	2.1.2.10	Aminomethyltransferase OS Herpetosiphon aurantiacus (strain ATCC 23779 / DSM 785) GN gcvT PE 3 SV 1 # UNIPROT A9B2Q5 GCVT-RXN 2.1.2.10	31.0

gridtest_145_7	COG_2013-12-27		COG1523 # G Carbohydrate transport metabolism Function: Type II secretory pathway, pullulanase PulA related glycosidases Organism: Methanosarcina acetivorans str.C2A (Mac)	20.0

gridtest_145_8	COG_2013-12-27		NULL # R General function prediction only Function: Putative intracellular protease/amidase Organism: Synechocystis (Syn)	14.0

gridtest_147_3	COG_2013-12-27		COG1611 # R General function prediction only Function: Predicted Rossmann fold nucleotide-binding protein Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	19.0
	metacyc-v4-2011-07-03		Cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG OS Oryza sativa subsp. japonica GN PE 1 SV # UNIPROT Q5ZC82 RXN-4314 MetaCyc:MONOMER-15646 NIL	20.0

gridtest_149_13	COG_2013-12-27		COG1830 # G Carbohydrate transport metabolism Function: DhnA-type fructose-1,6-bisphosphate aldolase related enzymes Organism: Escherichia coli O157:H7 EDL933 (EcZ)	18.0

gridtest_36_20	COG_2013-12-27		COG0164 # L Replication, recombination repair Function: Ribonuclease HII Organism: Neisseria meningitidis Z2491 (NmA)	14.0

gridtest_36_26	COG_2013-12-27		COG0423 # J Translation, ribosomal structure biogenesis Function: Glycyl-tRNA synthetase (class II) Organism: Mycobacterium tuberculosis H37Rv (Mtu)	17.0
	metacyc-v4-2011-07-03	6.1.1.14	Glycyl-tRNA synthetase OS Thermus thermophilus (strain HB8 / ATCC 27634 DSM 579) GN glyQS PE 1 SV 3 # UNIPROT P56206 GLYCINE--TRNA-LIGASE-RXN TTHE300852:TTHA0543-MONOMER 6.1.1.14	34.0

gridtest_36_30	COG_2013-12-27		COG0055 # C Energy production conversion Function: F0F1-type ATP synthase, beta subunit Organism: Saccharomyces cerevisiae (Sce)	16.0
	metacyc-v4-2011-07-03	3.6.3.14	ATP synthase subunit beta OS Rubrobacter xylanophilus (strain DSM 9941 / NBRC 16129) GN atpD PE 3 SV 2 # UNIPROT Q1AVH9 ATPSYN-RXN 3.6.3.14	34.0

gridtest_31_1	COG_2013-12-27		COG0516 # F Nucleotide transport metabolism Function: IMP dehydrogenase/GMP reductase Organism: Thermotoga maritima (Tma)	14.0
	metacyc-v4-2011-07-03	1.1.1.205	Inosine-5'-monophosphate dehydrogenase OS Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 JAL-1 JCM 10045 NBRC 100440) GN guaB PE 3 SV 1 # UNIPROT Q59011 IMP-DEHYDROG-RXN 1.1.1.205	37.0

gridtest_31_2				
	metacyc-v4-2011-07-03	6.6.1.1	Magnesium-chelatase subunit H OS Chlorobaculum parvum (strain NCIB 8327) GN bchH PE 3 SV 2 # UNIPROT O50314 RXN1F-20 6.6.1.1	30.0

gridtest_31_3				
	metacyc-v4-2011-07-03	6.6.1.1	Magnesium-chelatase 67 kDa subunit OS Chlorobium tepidum GN bchD PE 3 SV 1 # UNIPROT Q93SW0 RXN1F-20 6.6.1.1	28.0

gridtest_31_4	COG_2013-12-27		COG1239 # H Coenzyme transport metabolism Function: Mg-chelatase subunit ChlI Organism: Nostoc sp. PCC 7120 (Nos)	16.0
	metacyc-v4-2011-07-03	6.6.1.1	Magnesium-chelatase 38 kDa subunit OS Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 SB1003) GN bchI PE 1 SV # UNIPROT P26239 RXN1F-20 6.6.1.1	34.0

gridtest_31_5	COG_2013-12-27		COG1249 # C Energy production conversion Function: Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide (E3) component, related enzymes Organism: Brucella melitensis (Bme)	19.0

gridtest_31_9	COG_2013-12-27		COG0488 # R General function prediction only Function: ATPase components ABC transporters duplicated domains Organism: Nostoc sp. PCC 7120 (Nos)	20.0

gridtest_33_1				
	metacyc-v4-2011-07-03	3.4.11.1	Probable cytosol aminopeptidase OS Chloroherpeton thalassium (strain ATCC 35110 / GB-78) GN pepA PE 3 SV 1 # UNIPROT B3QVE8 3.4.11.1-RXN 3.4.11.1	32.0

gridtest_33_4	COG_2013-12-27		COG1004 # M Cell wall/membrane/envelope biogenesis Function: Predicted UDP-glucose 6-dehydrogenase Organism: Xylella fastidiosa 9a5c (Xfa)	15.0
	metacyc-v4-2011-07-03	1.1.1.22	UDP-glucose 6-dehydrogenase OS Rhizobium meliloti GN rkpK PE 3 SV 2 # UNIPROT O54068 UGD-RXN SMEL266834:SMC02641-MONOMER 1.1.1.22	27.0

gridtest_33_5	COG_2013-12-27		COG0351 # H Coenzyme transport metabolism Function: Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	16.0
	metacyc-v4-2011-07-03	2.7.1.49	Bifunctional protein thiED OS Geobacter sulfurreducens GN thiDE PE 3 SV 1 # UNIPROT P61422 THI-P-SYN-RXN 2.7.1.49 2.7.4.7 2.5.1.3	28.0

gridtest_33_6				
	metacyc-v4-2011-07-03	2.5.1.3	Thiamine-phosphate pyrophosphorylase OS Chlorobium limicola (strain DSM 245 / NBRC 103803) GN thiE PE 3 SV 1 # UNIPROT B3ED41 THI-P-SYN-RXN 2.5.1.3	32.0

gridtest_33_8	COG_2013-12-27		COG0251 # J Translation, ribosomal structure biogenesis Function: Putative translation initiation inhibitor, yjgF family Organism: Mycobacterium tuberculosis H37Rv (Mtu)	19.0

gridtest_33_27	COG_2013-12-27		COG3093 # R General function prediction only Function: Plasmid maintenance system antidote protein Organism: Corynebacterium glutamicum (Cgl)	16.0

gridtest_33_37	COG_2013-12-27		COG4618 # R General function prediction only Function: ABC-type protease/lipase transport system, ATPase permease components Organism: Caulobacter vibrioides (Ccr)	19.0

gridtest_33_38	COG_2013-12-27		COG4618 # R General function prediction only Function: ABC-type protease/lipase transport system, ATPase permease components Organism: Caulobacter vibrioides (Ccr)	19.0

gridtest_33_42	COG_2013-12-27		COG0031 # E Amino acid transport metabolism Function: Cysteine synthase Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	17.0
	metacyc-v4-2011-07-03	2.5.1.47	Cysteine synthase OS Streptococcus pyogenes serotype M6 GN cysK PE 1 SV 3 # UNIPROT Q5XAQ3 ACSERLY-RXN 2.5.1.47	28.0

gridtest_153_0	COG_2013-12-27		COG3335 # L Replication, recombination repair Function: Transposase inactivated derivatives Organism: Ralstonia solanacearum (Rso)	14.0

gridtest_157_5	COG_2013-12-27		COG0353 # L Replication, recombination repair Function: Recombinational DNA protein (RecF pathway) Organism: Staphylococcus aureus N315 (Sau)	16.0

gridtest_157_7	COG_2013-12-27		COG3958 # G Carbohydrate transport metabolism Function: Transketolase, C-terminal subunit Organism: Methanococcus jannaschii (Mja)	14.0
	metacyc-v4-2011-07-03	2.2.1.1	Putative transketolase C-terminal section OS Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 JAL-1 JCM 10045 NBRC 100440) GN MJ0679 PE 5 SV 1 # UNIPROT Q58092 1TRANSKETO-RXN 2.2.1.1	39.0

gridtest_157_9	COG_2013-12-27		COG0365 # I Lipid transport metabolism Function: Acyl-coenzyme A synthetases/AMP-(fatty) acid ligases Organism: Pseudomonas aeruginosa (Pae)	16.0
	metacyc-v4-2011-07-03	6.2.1.1	Acyl-CoA synthetase short-chain family member B, mitochondrial OS Dictyostelium discoideum GN aslB PE 3 SV 1 # UNIPROT Q554Z5 ACETATE--COA-LIGASE-RXN 6.2.1.1	31.0

gridtest_157_10	COG_2013-12-27		COG0346 # E Amino acid transport metabolism Function: Lactoylglutathione lyase related lyases Organism: Bacillus halodurans (Bha)	16.0

gridtest_157_13	COG_2013-12-27		COG1884 # I Lipid transport metabolism Function: Methylmalonyl-CoA mutase, N-terminal domain/subunit Organism: Mesorhizobium loti (Mlo)	15.0
	metacyc-v4-2011-07-03	5.4.99.2	Probable methylmalonyl-CoA mutase large subunit OS Mycobacterium tuberculosis GN mutB PE 3 SV 1 # UNIPROT P65487 METHYLMALONYL-COA-MUT-RXN 5.4.99.2	29.0

gridtest_157_14	COG_2013-12-27		COG1703 # E Amino acid transport metabolism Function: Putative periplasmic protein kinase ArgK related GTPases G3E family Organism: Escherichia coli O157:H7 EDL933 (EcZ)	22.0

gridtest_157_17	COG_2013-12-27		COG0330 # O Posttranslational modification, protein turnover, chaperones Function: Membrane protease subunits, stomatin/prohibitin homologs Organism: Sinorhizobium meliloti (Sme)	17.0

gridtest_156_0	COG_2013-12-27		COG0003 # P Inorganic ion transport metabolism Function: Oxyanion-translocating ATPase Organism: Nostoc sp. PCC 7120 (Nos)	16.0

gridtest_156_3	COG_2013-12-27		COG0596 # R General function prediction only Function: Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily) Organism: Vibrio cholerae (Vch)	19.0

gridtest_154_0	COG_2013-12-27		COG3335 # L Replication, recombination repair Function: Transposase inactivated derivatives Organism: Ralstonia solanacearum (Rso)	14.0

gridtest_159_4	COG_2013-12-27		COG3550 # R General function prediction only Function: Uncharacterized protein related to capsule biosynthesis enzymes Organism: Mesorhizobium loti (Mlo)	18.0

gridtest_23_4	COG_2013-12-27		COG0462 # FE Function: Phosphoribosylpyrophosphate synthetase Organism: Nostoc sp. PCC 7120 (Nos)	12.0
	metacyc-v4-2011-07-03	2.7.6.1	Ribose-phosphate pyrophosphokinase 2, chloroplastic OS Oryza sativa subsp. japonica GN Os06g0617800 PE 2 SV # UNIPROT Q69XQ6 PRPPSYN-RXN 2.7.6.1	29.0

gridtest_23_12	COG_2013-12-27		COG0685 # E Amino acid transport metabolism Function: 5,10-methylenetetrahydrofolate reductase Organism: Aquifex aeolicus (Aae)	14.0
	metacyc-v4-2011-07-03	1.5.1.20	5,10-methylenetetrahydrofolate reductase OS Aquifex aeolicus GN metF PE 3 SV 1 # UNIPROT O67422 1.5.1.20-RXN 1.5.1.20	26.0

gridtest_23_13	COG_2013-12-27		COG0019 # E Amino acid transport metabolism Function: Diaminopimelate decarboxylase Organism: Ralstonia solanacearum (Rso)	14.0
	metacyc-v4-2011-07-03	4.1.1.20	Diaminopimelate decarboxylase OS Vibrio cholerae GN lysA PE 1 SV # UNIPROT Q9KVL7 DIAMINOPIMDECARB-RXN 4.1.1.20	25.0

gridtest_23_19	COG_2013-12-27		COG2885 # M Cell wall/membrane/envelope biogenesis Function: Outer membrane protein related peptidoglycan-associated (lipo)proteins Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	19.0

gridtest_28_2	COG_2013-12-27		COG0682 # M Cell wall/membrane/envelope biogenesis Function: Prolipoprotein diacylglyceryltransferase Organism: Campylobacter jejuni (Cje)	13.0

gridtest_9_1	COG_2013-12-27		COG2076 # P Inorganic ion transport metabolism Function: Membrane transporters cations cationic drugs Organism: Escherichia coli O157:H7 EDL933 (EcZ)	19.0

gridtest_9_2	COG_2013-12-27		COG1803 # G Carbohydrate transport metabolism Function: Methylglyoxal synthase Organism: Haemophilus influenzae (Hin)	13.0

gridtest_0_0	COG_2013-12-27		COG1053 # C Energy production conversion Function: Succinate dehydrogenase/fumarate reductase, flavoprotein subunit Organism: Corynebacterium glutamicum (Cgl)	16.0

gridtest_0_1	COG_2013-12-27		COG0479 # C Energy production conversion Function: Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit Organism: Corynebacterium glutamicum (Cgl)	16.0

gridtest_4_3	COG_2013-12-27		COG2204 # T Signal transduction mechanisms Function: Response regulator containing CheY-like receiver, AAA-type ATPase, DNA-binding domains Organism: Escherichia coli O157:H7 EDL933 (EcZ)	22.0

gridtest_4_10	COG_2013-12-27		COG1064 # R General function prediction only Function: Zn-dependent alcohol dehydrogenases Organism: Xylella fastidiosa 9a5c (Xfa)	16.0
	metacyc-v4-2011-07-03	1.1.1.255	Probable mannitol dehydrogenase 3 OS Stylosanthes humilis GN CAD3 PE 2 SV 1 # UNIPROT Q43138 1.1.1.255-RXN 1.1.1.255	28.0

gridtest_4_11	COG_2013-12-27		COG2204 # T Signal transduction mechanisms Function: Response regulator containing CheY-like receiver, AAA-type ATPase, DNA-binding domains Organism: Pseudomonas aeruginosa (Pae)	20.0

gridtest_4_14	COG_2013-12-27		COG2060 # P Inorganic ion transport metabolism Function: K+-transporting ATPase, A chain Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	19.0

gridtest_4_15	COG_2013-12-27		COG2216 # P Inorganic ion transport metabolism Function: High-affinity K+ system, ATPase chain B Organism: Escherichia coli O157:H7 EDL933 (EcZ)	20.0

gridtest_56_0	COG_2013-12-27		COG0596 # R General function prediction only Function: Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily) Organism: Vibrio cholerae (Vch)	19.0

gridtest_55_2	COG_2013-12-27		COG1077 # D Cell cycle control, cell division, chromosome partitioning Function: Actin-like ATPase involved morphogenesis Organism: Nostoc sp. PCC 7120 (Nos)	21.0

gridtest_55_3	COG_2013-12-27		COG1974 # KT Function: SOS-response transcriptional repressors (RecA-mediated autopeptidases) Organism: Escherichia coli O157:H7 EDL933 (EcZ)	15.0

gridtest_55_4	COG_2013-12-27		COG0389 # L Replication, recombination repair Function: Nucleotidyltransferase/DNA polymerase involved DNA Organism: Salmonella typhimurium LT2 (Sty)	16.0

gridtest_55_5	COG_2013-12-27		NULL # S Function unknown Function: Uncharacterized protein conserved bacteria Organism: Clostridium acetobutylicum (Cac)	12.0

gridtest_55_7	COG_2013-12-27		COG2193 # P Inorganic ion transport metabolism Function: Bacterioferritin (cytochrome b1) Organism: Escherichia coli O157:H7 EDL933 (EcZ)	17.0

gridtest_55_8	COG_2013-12-27		COG0640 # K Transcription Function: Predicted transcriptional regulators Organism: Nostoc sp. PCC 7120 (Nos)	14.0

gridtest_55_11	COG_2013-12-27		COG2217 # P Inorganic ion transport metabolism Function: Cation ATPase Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	17.0
	metacyc-v4-2011-07-03	3.1.2.21	Heavy metal translocating P-type ATPase OS Brucella melitensis biotype 2 (strain ATCC 23457) GN PE 3 SV 1 # UNIPROT C0RGR8 3.1.2.21-RXN 3.1.2.21	33.0

gridtest_55_18	COG_2013-12-27		COG4108 # J Translation, ribosomal structure biogenesis Function: Peptide chain release factor RF-3 Organism: Escherichia coli O157:H7 EDL933 (EcZ)	19.0

gridtest_55_19	COG_2013-12-27		COG1115 # E Amino acid transport metabolism Function: Na+/alanine symporter Organism: Streptococcus pyogenes M1 GAS (Spy)	16.0

gridtest_55_20	COG_2013-12-27		COG0221 # C Energy production conversion Function: Inorganic pyrophosphatase Organism: Methanopyrus kandleri AV19 (Mka)	14.0

gridtest_55_23	COG_2013-12-27		COG0114 # C Energy production conversion Function: Fumarase Organism: Escherichia coli O157:H7 EDL933 (EcZ)	14.0
	metacyc-v4-2011-07-03	4.2.1.2	Fumarate hydratase class II OS Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 JCM 12185 C2A) GN fumC PE 3 SV 2 # UNIPROT Q8TS07 FUMHYDR-RXN MACE188937:MA1001-MONOMER 4.2.1.2	38.0

gridtest_55_28	COG_2013-12-27		COG1814 # S Function unknown Function: Uncharacterized membrane protein Organism: Thermotoga maritima (Tma)	12.0

gridtest_55_31	COG_2013-12-27		COG1951 # C Energy production conversion Function: Tartrate dehydratase alpha subunit/Fumarate hydratase class I, N-terminal domain Organism: Bacillus halodurans (Bha)	20.0
	metacyc-v4-2011-07-03	4.2.1.2	Fumarate hydratase class I, aerobic OS Geobacillus stearothermophilus GN fumA PE 3 SV 1 # UNIPROT Q04718 FUMHYDR-RXN 4.2.1.2	29.0

gridtest_55_32	COG_2013-12-27		COG5016 # C Energy production conversion Function: Pyruvate/oxaloacetate carboxyltransferase Organism: Campylobacter jejuni (Cje)	13.0

gridtest_55_38	COG_2013-12-27		COG0526 # OC Function: Thiol-disulfide isomerase thioredoxins Organism: Nostoc sp. PCC 7120 (Nos)	13.0
	metacyc-v4-2011-07-03	1.8.1.9	Bifunctional thioredoxin reductase/thioredoxin OS Mycobacterium leprae GN trxB/A PE 3 SV 1 # UNIPROT P46843 THIOREDOXIN-REDUCT-NADPH-RXN MLEP272631:ML2703-MONOMER 1.8.1.9	28.0

gridtest_55_47	COG_2013-12-27		COG0605 # P Inorganic ion transport metabolism Function: Superoxide dismutase Organism: Nostoc sp. PCC 7120 (Nos)	16.0
	metacyc-v4-2011-07-03	1.15.1.1	Superoxide dismutase 1 OS Bacillus cereus (strain ATCC 14579 / DSM 31) GN sodA1 PE 3 SV # UNIPROT Q818I1 SUPEROX-DISMUT-RXN 1.15.1.1	32.0

gridtest_55_49				
	metacyc-v4-2011-07-03	2.7.1.24	Dephospho-CoA kinase OS Pelodictyon luteolum (strain DSM 273) GN coaE PE 3 SV 1 # UNIPROT Q3B3J7 DEPHOSPHOCOAKIN-RXN 2.7.1.24	29.0

gridtest_55_57	COG_2013-12-27		COG3845 # R General function prediction only Function: ABC-type uncharacterized transport systems, ATPase components Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	21.0

gridtest_55_59	COG_2013-12-27		COG1950 # S Function unknown Function: Predicted membrane protein Organism: Nostoc sp. PCC 7120 (Nos)	14.0

gridtest_55_60	COG_2013-12-27		COG1066 # O Posttranslational modification, protein turnover, chaperones Function: Predicted ATP-dependent serine protease Organism: Neisseria meningitidis Z2491 (NmA)	17.0

gridtest_55_61	COG_2013-12-27		COG0190 # H Coenzyme transport metabolism Function: 5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase Organism: Streptococcus pneumoniae TIGR4 (Spn)	16.0
	metacyc-v4-2011-07-03	3.5.4.9	Bifunctional protein FolD OS Salinibacter ruber (strain DSM 13855 / M31) GN folD PE 3 SV 1 # UNIPROT Q2S1I0 METHYLENETHFDEHYDROG-NADP-RXN 3.5.4.9 1.5.1.5	32.0

gridtest_55_64	COG_2013-12-27		COG5405 # O Posttranslational modification, protein turnover, chaperones Function: ATP-dependent protease HslVU (ClpYQ), peptidase subunit Organism: Pasteurella multocida (Pmu)	18.0

gridtest_55_65	COG_2013-12-27		COG1220 # O Posttranslational modification, protein turnover, chaperones Function: ATP-dependent protease HslVU (ClpYQ), ATPase subunit Organism: Listeria innocua (Lin)	18.0

gridtest_55_66	COG_2013-12-27		COG0757 # E Amino acid transport metabolism Function: 3-dehydroquinate dehydratase II Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	18.0
	metacyc-v4-2011-07-03	4.2.1.10	3-dehydroquinate dehydratase OS Clostridium botulinum (strain Langeland / NCTC 10281 Type F) GN aroQ PE 3 SV 1 # UNIPROT A7GEL0 3-DEHYDROQUINATE-DEHYDRATASE-RXN 4.2.1.10	33.0

gridtest_55_70	COG_2013-12-27		COG0563 # F Nucleotide transport metabolism Function: Adenylate kinase related kinases Organism: Neisseria meningitidis MC58 (Nme)	16.0
	metacyc-v4-2011-07-03	2.7.4.3	Adenylate kinase OS Buchnera aphidicola subsp. Acyrthosiphon pisum (strain Tuc7) GN adk PE 3 SV 1 # UNIPROT B8D813 ADENYL-KIN-RXN 2.7.4.3	31.0

