ORF_ID	ORF_length	start	end	Contig_Name	Contig_length	strand	ec	taxonomy	product
L1_172_32	92	30874	30966	L1_172	51146	+		root (1)	hypothetical protein
L1_172_33	236	30988	31224	L1_172	51146	+		Pelodictyon phaeoclathratiforme (34090)	DNA-binding protein
L1_172_34	269	31459	31728	L1_172	51146	+		Proteobacteria (1224)	FIG01211223:
L1_172_35	299	31725	32024	L1_172	51146	+		Proteobacteria (1224)	Death curing protein, Doc toxin
L1_172_36	2318	32140	34458	L1_172	51146	+	3.1.21.3	Bacteria (2)	Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)
L1_172_37	848	34478	35326	L1_172	51146	-		root (1)	hypothetical protein
L1_172_38	1043	35387	36430	L1_172	51146	-		Campylobacterales (213849)	Radical SAM
L1_172_39	296	36635	36931	L1_172	51146	-		root (1)	hypothetical protein
L1_172_40	824	37586	38410	L1_172	51146	+		Chlorobium ferrooxidans (84205)	SAM-dependent methyltransferase
L1_172_41	845	38464	39309	L1_172	51146	-		Chlorobium ferrooxidans (84205)	Membrane proteins related to metalloendopeptidases
L1_172_42	842	39333	40175	L1_172	51146	-		Chlorobium ferrooxidans (84205)	Metallophosphoesterase
L1_172_43	1091	40210	41301	L1_172	51146	-		Bacteria (2)	Peptide chain release factor 2 programmed frameshift-containing
L1_172_44	146	41356	41502	L1_172	51146	-		root (1)	hypothetical protein
L1_172_45	2012	41690	43702	L1_172	51146	+	3.2.1.1	Deltaproteobacteria (28221)	Alpha-amylase (EC 3.2.1.1)
L1_172_46	3302	43766	47068	L1_172	51146	+	5.4.99.16	Deltaproteobacteria (28221)	Trehalose synthase (EC 5.4.99.16)
L1_172_47	638	47144	47782	L1_172	51146	+		Chlorobium ferrooxidans (84205)	esterase/lipase, putative
L1_172_48	1235	48093	49328	L1_172	51146	+		Chlorobium/Pelodictyon group (274493)	FIG00912939:
L1_172_49	797	49328	50125	L1_172	51146	+		Bacteroidetes (976)	Cytochrome c biogenesis protein ccsA
L1_172_50	419	50286	50705	L1_172	51146	+		Chlorobium ferrooxidans (84205)	hypothetical protein
L1_172_51	224	50857	51081	L1_172	51146	-		Chlorobium ferrooxidans (84205)	hypothetical protein
L1_173_0	836	147	983	L1_173	25191	+	3.4.21.89	Chlorobium ferrooxidans (84205)	Signal peptidase I (EC 3.4.21.89)
L1_173_1	365	986	1351	L1_173	25191	-		Chlorobium ferrooxidans (84205)	FIG00495717:
L1_173_2	1490	1518	3008	L1_173	25191	+	4.1.3.27	Chlorobium ferrooxidans (84205)	Anthranilate synthase, aminase component (EC 4.1.3.27) # TrpAa
L1_173_3	1514	3035	4549	L1_173	25191	+		Chlorobium ferrooxidans (84205)	Serine protease precursor MucD/AlgY associated sigma factor RpoE
L1_173_4	479	4721	5200	L1_173	25191	+		Bacteria (2)	Transcription elongation factor GreA
L1_173_5	224	5225	5449	L1_173	25191	+		Chlorobium/Pelodictyon group (274493)	FIG00495843:
L1_173_6	752	5460	6212	L1_173	25191	+	5.3.1.1	Bacteria (2)	Triosephosphate isomerase OS Thermodesulfovibrio yellowstonii (strain ATCC 51303 / DSM 11347 YP87) GN tpiA PE 3 SV 1 # UNIPROT B5YL53 TRIOSEPISOMERIZATION-RXN 5.3.1.1
L1_173_7	1685	6300	7985	L1_173	25191	-	2.5.1.3	Bacteria (2)	Bifunctional protein thiEC OS Bifidobacterium longum GN thiE/thiC PE 3 SV 1 # UNIPROT Q8G7X1 THI-P-SYN-RXN BLON206672:BL0114-MONOMER 2.5.1.3
L1_173_8	665	8400	9065	L1_173	25191	+		Chlorobium ferrooxidans (84205)	Trypsin-like serine protease
L1_173_9	950	9066	10016	L1_173	25191	+		Chlorobium ferrooxidans (84205)	Trypsin-like serine protease
L1_173_10	611	10128	10739	L1_173	25191	+		Chlorobium ferrooxidans (84205)	ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components
L1_173_11	365	10754	11119	L1_173	25191	+		Chlorobium ferrooxidans (84205)	ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components
L1_173_12	875	11171	12046	L1_173	25191	+		Chlorobium ferrooxidans (84205)	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)
L1_173_13	1604	12176	13780	L1_173	25191	+		Chlorobium ferrooxidans (84205)	Trypsin-like serine protease
L1_173_14	362	13815	14177	L1_173	25191	+		Chlorobium ferrooxidans (84205)	ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components
L1_173_15	2210	14271	16481	L1_173	25191	+		Proteobacteria (1224)	RecD-like DNA helicase YrrC
L1_173_16	1358	16814	18172	L1_173	25191	+		Pelodictyon phaeoclathratiforme (34090)	PucC protein
L1_173_17	944	18195	19139	L1_173	25191	+		Pelodictyon phaeoclathratiforme (34090)	Fe-S oxidoreductase
L1_173_18	551	19705	20256	L1_173	25191	+		Chlorobium ferrooxidans (84205)	FIG00913371:
L1_173_19	593	20403	20996	L1_173	25191	+		Chlorobium ferrooxidans (84205)	hypothetical protein
L1_173_20	428	21002	21430	L1_173	25191	-	4.1.2.50	Chlorobium ferrooxidans (84205)	6-carboxytetrahydropterin synthase (EC 4.1.2.50) @ Queuosine biosynthesis QueD, PTPS-I
L1_173_21	794	21749	22543	L1_173	25191	+	2.3.1.30	Gammaproteobacteria (1236)	Serine acetyltransferase OS Buchnera aphidicola subsp. Acyrthosiphon pisum GN cysE PE 3 SV 1 # UNIPROT P57162 SERINE-O-ACETTRAN-RXN BSP107806:BU054-MONOMER 2.3.1.30
L1_173_22	1193	22572	23765	L1_173	25191	-	4.2.3.5	Firmicutes (1239)	Chorismate synthase OS Pelodictyon phaeoclathratiforme (strain DSM 5477 / BU-1) GN aroC PE 3 SV 1 # UNIPROT B4SFH4 CHORISMATE-SYNTHASE-RXN 4.2.3.5
L1_173_23	986	23997	24983	L1_173	25191	-	4.2.1.24	Bacteria (2)	Delta-aminolevulinic acid dehydratase OS Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 JAL-1 JCM 10045 NBRC 100440) GN hemB PE 3 SV 1 # UNIPROT Q60178 PORPHOBILSYNTH-RXN 4.2.1.24
L1_170_0	686	1	687	L1_170	29349	-	1.3.99.1	Bacteroidetes (976)	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)
L1_170_1	653	742	1395	L1_170	29349	-		Chlorobium ferrooxidans (84205)	Succinate dehydrogenase cytochrome b subunit
L1_170_2	638	1520	2158	L1_170	29349	-		Chlorobaculum tepidum (1097)	Metal-dependent hydrolase
L1_170_3	146	2198	2344	L1_170	29349	-		root (1)	hypothetical protein
L1_170_4	623	2344	2967	L1_170	29349	-		Chlorobium ferrooxidans (84205)	FIG00498415:
L1_170_5	767	3081	3848	L1_170	29349	-	3.1.1.1	Chlorobium ferrooxidans (84205)	Carboxylesterase (EC 3.1.1.1)
L1_170_6	506	3991	4497	L1_170	29349	+		Chlorobium ferrooxidans (84205)	Rare lipoprotein A precursor
L1_170_7	1307	4602	5909	L1_170	29349	-		Bacteria (2)	HIPA PROTEIN
L1_170_8	347	5906	6253	L1_170	29349	-		Chlorobium (1091)	transcriptional regulator, Cro/CI family
L1_170_9	467	6356	6823	L1_170	29349	-		Geobacteraceae (213422)	Pyridoxamine 5'-phosphate oxidase-related, FMN-binding
L1_170_10	587	7124	7711	L1_170	29349	+		Chlorobium/Pelodictyon group (274493)	Transcriptional regulator, TetR family
L1_170_11	1151	7722	8873	L1_170	29349	+		Gammaproteobacteria (1236)	Membrane fusion protein RND family multidrug efflux pump
L1_170_12	3167	8901	12068	L1_170	29349	+		Proteobacteria (1224)	RND efflux system, inner membrane transporter CmeB
L1_170_13	1421	12058	13479	L1_170	29349	+		Proteobacteria (1224)	RND efflux system, outer membrane lipoprotein, NodT family
L1_170_14	1304	13641	14945	L1_170	29349	-		Chlorobium/Pelodictyon group (274493)	Predicted ATPase (AAA+ superfamily)
L1_170_15	212	15209	15421	L1_170	29349	+		Proteobacteria (1224)	Rrub02002042
L1_170_16	323	15418	15741	L1_170	29349	+		Thauera (33057)	transcriptional modulator MazE/toxin, MazF
L1_170_17	260	16162	16422	L1_170	29349	-		Chlorobium ferrooxidans (84205)	PilT protein domain
L1_170_18	224	16541	16765	L1_170	29349	-		Chlorobium/Pelodictyon group (274493)	FIG00859549:
L1_170_19	368	17664	18032	L1_170	29349	+		Proteobacteria (1224)	Cytotoxic translational repressor toxin-antitoxin stability system
L1_170_20	290	17981	18271	L1_170	29349	+		Moraxellaceae (468)	putative DNA-binding protein
L1_170_21	593	19058	19651	L1_170	29349	+		Flavobacteriaceae (49546)	5.2 Protein unknown function similar to proteins from other organisms
L1_170_22	3290	20036	23326	L1_170	29349	+		Bacteroidetes (976)	type III restriction enzyme, res subunit
L1_170_23	3227	23329	26556	L1_170	29349	+		root (1)	hypothetical protein
L1_170_24	284	26645	26929	L1_170	29349	+		root (1)	hypothetical protein
L1_170_25	881	27023	27904	L1_170	29349	+		Bacteria (2)	Filamentation induced cAMP protein Fic
L1_170_26	326	27965	28291	L1_170	29349	+		root (1)	hypothetical protein
L1_170_27	311	28852	29163	L1_170	29349	+		Cyanobacteria (1117)	COG1396: Predicted transcriptional regulators
L1_171_0	260	1	261	L1_171	262	+		Bradyrhizobiaceae (41294)	putative insertion sequence transposase protein
L1_176_0	503	64	567	L1_176	45616	-		Pelodictyon luteolum (1100)	FIG00495650:
L1_176_1	1226	870	2096	L1_176	45616	-		Chlorobium ferrooxidans (84205)	hypothetical protein
L1_176_2	452	2404	2856	L1_176	45616	+	3.1.3.48	Chlorobium ferrooxidans (84205)	Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)
L1_176_3	938	2886	3824	L1_176	45616	+		Chlorobium ferrooxidans (84205)	Transcription regulator
L1_176_4	1250	4086	5336	L1_176	45616	+	2.7.7.24	Chlorobium ferrooxidans (84205)	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)
L1_176_5	563	5354	5917	L1_176	45616	+	4.1.3.27	Bacteria (2)	Anthranilate synthase component II OS Thermus thermophilus (strain HB8 / ATCC 27634 DSM 579) GN trpG PE 4 SV 1 # UNIPROT P05379 ANTHRANSYN-RXN TTHE300852:TTHA1843-MONOMER 4.1.3.27
L1_176_6	737	5944	6681	L1_176	45616	+		Bacteroidetes (976)	FIG00650312:
L1_176_7	428	6700	7128	L1_176	45616	-		Chlorobium ferrooxidans (84205)	FIG00914000:
L1_176_8	308	7187	7495	L1_176	45616	+		Chlorobium ferrooxidans (84205)	FIG00495928:
L1_176_9	1691	7605	9296	L1_176	45616	-		Pelodictyon phaeoclathratiforme (34090)	BH2577 unknown conserved protein B. subtilis
L1_176_10	776	9301	10077	L1_176	45616	-	3.1.3.5	Chlorobium ferrooxidans (84205)	5-nucleotidase SurE (EC 3.1.3.5)
L1_176_11	2645	10162	12807	L1_176	45616	-		Chlorobium ferrooxidans (84205)	putative patatin-like phospholipase
L1_176_12	839	13054	13893	L1_176	45616	+	6.4.1.2	Bacteroidetes (976)	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta OS Salinibacter ruber (strain DSM 13855 / M31) GN accD PE 3 SV 1 # UNIPROT Q2S3F0 ACETYL-COA-CARBOXYLTRANSFER-RXN 6.4.1.2
L1_176_13	650	13890	14540	L1_176	45616	-	2.1.1.148	Chlorobium ferrooxidans (84205)	Thymidylate synthase thyX OS Synechocystis sp. (strain ATCC 27184 / PCC 6803 N-1) GN PE 3 SV 1 # UNIPROT P73053 RXN-8850 SSP1148:SLL1635-MONOMER 2.1.1.148
L1_176_14	677	14777	15454	L1_176	45616	+	3.4.21.92	Bacteria (2)	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92)
L1_176_15	2711	15644	18355	L1_176	45616	+	6.1.1.9	Bacteria (2)	Valyl-tRNA synthetase OS Pelobacter carbinolicus (strain DSM 2380 / Gra Bd 1) GN valS PE 3 SV 1 # UNIPROT Q3A253 VALINE--TRNA-LIGASE-RXN 6.1.1.9
L1_176_16	899	18551	19450	L1_176	45616	+		Bacteroidetes (976)	RNA polymerase sigma factor RpoD
L1_176_17	107	19511	19618	L1_176	45616	-		root (1)	hypothetical protein
L1_176_18	203	19678	19881	L1_176	45616	-		Bacteria (2)	FIG01162696:
L1_176_19	764	19909	20673	L1_176	45616	-		Chlorobium ferrooxidans (84205)	FIG00497262:
L1_176_20	5315	21046	26361	L1_176	45616	+		root (1)	hypothetical protein
L1_176_21	311	26395	26706	L1_176	45616	+		Proteobacteria (1224)	MULTISPECIES:
L1_176_22	521	26745	27266	L1_176	45616	+		Chlorobium ferrooxidans (84205)	DNA damage-inducible protein DinB
L1_176_23	242	27446	27688	L1_176	45616	+		unclassified Bacteria (2323)	Programmed cell death antitoxin MazE
L1_176_24	350	27694	28044	L1_176	45616	+		Clostridia (186801)	Programmed cell death toxin MazF
L1_176_25	254	28075	28329	L1_176	45616	+		root (1)	hypothetical protein
L1_176_26	224	28424	28648	L1_176	45616	+		Pelodictyon phaeoclathratiforme (34090)	FIG00913354:
L1_176_27	107	28733	28840	L1_176	45616	-		root (1)	hypothetical protein
L1_176_28	392	29048	29440	L1_176	45616	+		Rhodocyclaceae (75787)	hypothetical protein
L1_176_29	707	29451	30158	L1_176	45616	+		Rhodocyclaceae (75787)	RES domain protein
L1_176_30	806	30163	30969	L1_176	45616	-		Pelodictyon phaeoclathratiforme (34090)	FIG00496045:
L1_176_31	1079	30975	32054	L1_176	45616	-		Chlorobium ferrooxidans (84205)	permease YjgP/YjgQ family protein
L1_176_32	2855	32269	35124	L1_176	45616	-		Bacteroidetes (976)	ZINC PROTEASE (EC 3.4.99.-)
L1_176_33	2051	35483	37534	L1_176	45616	+		Bacteria (2)	Excinuclease ABC subunit B
L1_176_34	2201	37655	39856	L1_176	45616	+	2.7.6.5	Chlorobium ferrooxidans (84205)	GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II / Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase 3.1.7.2)
L1_176_35	173	39853	40026	L1_176	45616	-		root (1)	hypothetical protein
L1_176_36	587	40043	40630	L1_176	45616	+		Deltaproteobacteria (28221)	LemA family protein
L1_176_37	740	40657	41397	L1_176	45616	+		Chlorobium ferrooxidans (84205)	Beta-propeller domains methanol dehydrogenase type
L1_176_38	656	41495	42151	L1_176	45616	+		Pelodictyon phaeoclathratiforme (34090)	FIG004694: Hypothetical protein
L1_176_39	326	42296	42622	L1_176	45616	+		Chlorobium/Pelodictyon group (274493)	hypothetical protein
L1_176_40	263	42668	42931	L1_176	45616	+		Bacteria (2)	FIG00498643:
L1_176_41	332	42897	43229	L1_176	45616	+		Chlorobium ferrooxidans (84205)	FIG00498974:
L1_176_42	218	43569	43787	L1_176	45616	+		Proteobacteria (1224)	FIG045511: hypothetical antitoxin (to FIG022160: toxin)
L1_176_43	698	43864	44562	L1_176	45616	+		Proteobacteria (1224)	FIG01143316:
L1_176_44	665	44559	45224	L1_176	45616	+		Proteobacteria (1224)	hypothetical protein
L1_177_0	680	300	980	L1_177	4733	-		root (1)	hypothetical protein
L1_177_1	311	1061	1372	L1_177	4733	-		Bacteria (2)	hypothetical protein
L1_177_2	224	1347	1571	L1_177	4733	-		Proteobacteria (1224)	MULTISPECIES:
L1_177_3	299	2062	2361	L1_177	4733	-		Chlorobium limicola (1092)	Plasmid stabilization system
L1_177_4	284	2369	2653	L1_177	4733	-		Bacteria (2)	CopG family transcriptional regulator
L1_177_5	236	3211	3447	L1_177	4733	+		Chlorobium phaeobacteroides (1096)	FIG00498773:
L1_177_6	128	3444	3572	L1_177	4733	+		root (1)	hypothetical protein
L1_177_7	275	3886	4161	L1_177	4733	-		Pelodictyon phaeoclathratiforme (34090)	plasmid stabilization system
L1_177_8	260	4142	4402	L1_177	4733	-		Pelodictyon phaeoclathratiforme (34090)	Prevent host death protein, Phd antitoxin
L1_174_0	191	47	238	L1_174	10389	-		root (1)	hypothetical protein
L1_174_1	683	323	1006	L1_174	10389	+	3.6.3.16	Proteobacteria (1224)	Arsenical pump-driving ATPase (EC 3.6.3.16)
L1_174_2	1193	1054	2247	L1_174	10389	-		Cyclobacteriaceae (563798)	FIG00935464:
L1_174_3	419	2442	2861	L1_174	10389	+		Bacteria (2)	Uncharacterized protein TM0723
L1_174_4	2099	2920	5019	L1_174	10389	-	6.3.1.2	Bacteria (2)	Glutamine synthetase OS Bacteroides fragilis GN glnA PE 3 SV 2 # UNIPROT P15623 GLUTAMINESYN-RXN BFRA295405:BF1040-MONOMER 6.3.1.2
L1_174_5	527	5124	5651	L1_174	10389	-		Chlorobiaceae (191412)	Transcriptional regulator, AsnC family
L1_174_6	191	5912	6103	L1_174	10389	+		Chlorobium ferrooxidans (84205)	FIG00498620:
L1_174_7	1361	6230	7591	L1_174	10389	+		Chlorobiaceae (191412)	Phytoene desaturase, pro-zeta-carotene producing (EC 1.-.-.-)
L1_174_8	1061	7598	8659	L1_174	10389	+		Bacteroidetes (976)	radical SAM superfamily protein
L1_174_9	608	8701	9309	L1_174	10389	+		Bacteroidetes/Chlorobi group (68336)	Glycosyltransferase (EC 2.4.1.-)
L1_174_10	692	9291	9983	L1_174	10389	+		Chlorobiaceae (191412)	glycosyl transferase
L1_175_0	1409	102	1511	L1_175	18065	-		Chlorobium (1091)	Bacteriochlorophyllide c C12 methyltransefase BchR
L1_175_1	449	1674	2123	L1_175	18065	-		Proteobacteria (1224)	FIG002649: ydiI hotdog fold superfamily
L1_175_2	731	2391	3122	L1_175	18065	-	2.7.7.60	Pelodictyon phaeoclathratiforme (34090)	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase OS Chlorobium chlorochromatii (strain CaD3) GN ispD PE 3 SV 1 # UNIPROT Q3AS33 2.7.7.60-RXN 2.7.7.60
L1_175_3	1040	3146	4186	L1_175	18065	-		Bacteroidetes (976)	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 5.-.-.-)
L1_175_4	3161	4303	7464	L1_175	18065	-	2.4.1.216	Chlorobium ferrooxidans (84205)	Trehalose 6-phosphate phosphorylase (EC 2.4.1.216)
L1_175_5	1262	7487	8749	L1_175	18065	-	2.4.1.15	Chlorobiaceae (191412)	Alpha,alpha-trehalose-phosphate synthase (EC 2.4.1.15)
L1_175_6	638	8899	9537	L1_175	18065	-	2.7.4.9	Chlorobium ferrooxidans (84205)	Thymidylate kinase OS Prosthecochloris aestuarii (strain DSM 271 / SK 413) GN tmk PE 3 SV 1 # UNIPROT B4S8U3 DTMPKI-RXN 2.7.4.9
L1_175_7	698	9567	10265	L1_175	18065	-		Bacteria (2)	short chain dehydrogenase/reductase family oxidoreductase
L1_175_8	1439	10276	11715	L1_175	18065	-		Schlesneria paludicola (360056)	Amino acid permease
L1_175_9	692	11903	12595	L1_175	18065	-		Bacteria (2)	probable metal-dependent peptidase
L1_175_10	812	12964	13776	L1_175	18065	+		Chlorobium ferrooxidans (84205)	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)
L1_175_11	1163	13983	15146	L1_175	18065	+		Chlorobium/Pelodictyon group (274493)	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)
L1_175_12	1346	15195	16541	L1_175	18065	+		Chlorobiaceae (191412)	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)
L1_175_13	860	16549	17409	L1_175	18065	+		Firmicutes (1239)	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)
L1_175_14	635	17428	18063	L1_175	18065	+		Chlorobium ferrooxidans (84205)	Phosphate transport system regulatory protein PhoU
L1_175_tRNA	73	2228	2156	L1_175	18065	-		root (1)	tRNA-Gly
L1_49_0	380	3	383	L1_49	385	-		Chlorobium ferrooxidans (84205)	Polymorphic membrane protein, Chlamydia:Haemagluttinin:Filamentous haemagglutinin-like
L1_48_0	368	1	369	L1_48	436	-	2.7.7.49	Chlorobium phaeobacteroides (1096)	Retron-type RNA-directed DNA polymerase (EC 2.7.7.49)
L1_41_0	263	1	264	L1_41	407	-		Chlorobium (1091)	Mobile element protein
L1_40_0	236	3	239	L1_40	241	-		Chlorobium ferrooxidans (84205)	Polymorphic membrane protein, Chlamydia:Haemagluttinin:Filamentous haemagglutinin-like
L1_43_0	890	1	891	L1_43	4102	+		Chlorobium ferrooxidans (84205)	hypothetical protein
L1_43_1	509	1121	1630	L1_43	4102	+		Pelodictyon phaeoclathratiforme (34090)	hypothetical protein
L1_43_2	1814	1596	3410	L1_43	4102	-		Chlorobium ferrooxidans (84205)	periplasmic sensor signal transduction histidine kinase
L1_43_3	593	3455	4048	L1_43	4102	-		Chlorobium ferrooxidans (84205)	amino acid permease family protein
L1_42_0	1256	294	1550	L1_42	81415	-		Veillonellaceae (31977)	nitroreductase
L1_42_1	1220	1560	2780	L1_42	81415	-		Pseudomonas (286)	hypothetical protein
L1_42_2	500	2963	3463	L1_42	81415	-		root (1)	hypothetical protein
L1_42_3	185	3808	3993	L1_42	81415	-		root (1)	hypothetical protein
L1_42_4	593	4024	4617	L1_42	81415	-		root (1)	hypothetical protein
L1_42_5	632	4696	5328	L1_42	81415	-		Bacteria (2)	blr0228
L1_42_6	683	5454	6137	L1_42	81415	-		Leptospira santarosai (28183)	transferase hexapeptide repeat protein
L1_42_7	665	6280	6945	L1_42	81415	-		Bacteria (2)	FIG00675648:
L1_42_8	890	6942	7832	L1_42	81415	-		Bacteria (2)	putative transformylase
L1_42_9	1211	7829	9040	L1_42	81415	-	5.1.3.14	Clostridiales (186802)	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)
L1_42_10	923	9266	10189	L1_42	81415	-		Desulfuromonadales (69541)	Integron integrase IntIPac
L1_42_11	1265	10514	11779	L1_42	81415	+	3.1.3.3	Bacteria (2)	Phosphoserine phosphatase (EC 3.1.3.3)
L1_42_12	278	11724	12002	L1_42	81415	-		Chlorobium/Pelodictyon group (274493)	4Fe-4S ferredoxin, iron-sulfur binding
L1_42_13	494	12148	12642	L1_42	81415	-		Chlorobiaceae (191412)	4Fe-4S ferredoxin iron-sulfur binding domain protein
L1_42_14	2663	12647	15310	L1_42	81415	-	6.1.1.7	Bacteroidetes (976)	Alanyl-tRNA synthetase OS Pelobacter carbinolicus (strain DSM 2380 / Gra Bd 1) GN alaS PE 3 SV 2 # UNIPROT Q3A1W0 ALANINE--TRNA-LIGASE-RXN 6.1.1.7
L1_42_15	260	15698	15958	L1_42	81415	+		Chlorobium/Pelodictyon group (274493)	FIG00496735:
L1_42_16	1880	16161	18041	L1_42	81415	+	1.2.7.3	Bacteria (2)	2-oxoglutarate oxidoreductase, alpha subunit (EC 1.2.7.3)
L1_42_17	1034	18044	19078	L1_42	81415	+	1.2.7.3	Bacteria (2)	2-oxoglutarate oxidoreductase, beta subunit (EC 1.2.7.3)
L1_42_18	1004	19309	20313	L1_42	81415	-	6.4.1.2	Bacteroidetes (976)	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha OS Heliobacterium modesticaldum (strain ATCC 51547 / Ice1) GN accA PE 3 SV 1 # UNIPROT B0TI32 ACETYL-COA-CARBOXYLTRANSFER-RXN 6.4.1.2
L1_42_19	275	20550	20825	L1_42	81415	-		Proteobacteria (1224)	DNA-binding protein HBsu
L1_42_20	566	21039	21605	L1_42	81415	+		Pedobacter agri (454586)	Translation elongation factor P
L1_42_21	470	21659	22129	L1_42	81415	+		Bacteria (2)	Biotin carboxyl carrier protein acetyl-CoA carboxylase
L1_42_22	1292	22199	23491	L1_42	81415	+	6.3.4.14	Bacteroidetes (976)	Pyruvate carboxylase subunit A OS Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 JAL-1 JCM 10045 NBRC 100440) GN pycA PE 1 SV # UNIPROT Q58626 BIOTIN-CARBOXYL-RXN 6.3.4.14
L1_42_23	4487	23573	28060	L1_42	81415	-	2.7.7.6	Bacteroidetes (976)	DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)
L1_42_24	3914	28131	32045	L1_42	81415	-	2.7.7.6	Bacteroidetes (976)	DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)
L1_42_25	374	32247	32621	L1_42	81415	-		Bacteria (2)	LSU ribosomal protein L7/L12 (P1/P2)
L1_42_26	518	32689	33207	L1_42	81415	-		Chlorobium/Pelodictyon group (274493)	LSU ribosomal protein L10p (P0)
L1_42_27	689	33226	33915	L1_42	81415	-		Bacteria (2)	LSU ribosomal protein L1p (L10Ae)
L1_42_28	425	33987	34412	L1_42	81415	-		Bacteria (2)	LSU ribosomal protein L11p (L12e)
L1_42_29	575	34453	35028	L1_42	81415	-		Chlorobaculum tepidum (1097)	Transcription antitermination protein NusG
L1_42_30	191	35051	35242	L1_42	81415	-		Chlorobium/Pelodictyon group (274493)	Preprotein translocase subunit SecE (TC 3.A.5.1.1)
L1_42_31	248	35263	35511	L1_42	81415	-		root (1)	hypothetical protein
L1_42_32	815	35713	36528	L1_42	81415	-		Pelodictyon phaeoclathratiforme (34090)	Short-chain dehydrogenase/reductase SDR
L1_42_33	2039	36544	38583	L1_42	81415	-	1.17.7.1	Chlorobium ferrooxidans (84205)	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase OS Chlorobium tepidum GN ispG PE 3 SV 1 # UNIPROT Q8KG23 RXN0-882 1.17.7.1
L1_42_34	242	38611	38853	L1_42	81415	-		Chlorobium/Pelodictyon group (274493)	Cell division protein DivIC (FtsB), stabilizes FtsL against RasP cleavage
L1_42_35	1313	39022	40335	L1_42	81415	-	4.2.1.11	Bacteria (2)	Enolase OS Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 JCM 1222 NCTC 11817 S12) GN eno PE 3 SV 1 # UNIPROT B7GTK2 2PGADEHYDRAT-RXN 4.2.1.11
L1_42_36	2072	40583	42655	L1_42	81415	+		Chlorobaculum tepidum (1097)	Translation elongation factor G-related protein
L1_42_37	788	42763	43551	L1_42	81415	-		Bacteroidetes (976)	Apolipoprotein N-acyltransferase (EC 2.3.1.-) / Copper homeostasis protein CutE
L1_42_38	791	43645	44436	L1_42	81415	-		Chlorobium/Pelodictyon group (274493)	Photosystem P840 reaction center iron-sulfur subunit PscB
L1_42_39	2195	44524	46719	L1_42	81415	-		Chlorobiaceae (191412)	Photosystem P840 reaction center large subunit PscA
L1_42_40	158	46869	47027	L1_42	81415	-		root (1)	hypothetical protein
L1_42_41	800	47113	47913	L1_42	81415	+	5.1.1.7	Chlorobium/Pelodictyon group (274493)	Diaminopimelate epimerase OS Chlorobium tepidum GN dapF PE 3 SV 1 # UNIPROT Q8KAX9 DIAMINOPIMEPIM-RXN 5.1.1.7
L1_42_42	1241	47933	49174	L1_42	81415	+	1.4.1.4	Methanolobus psychrophilus (420950)	NADP-specific glutamate dehydrogenase OS Synechocystis sp. (strain ATCC 27184 / PCC 6803 N-1) GN gdhA PE 3 SV 1 # UNIPROT P54386 GLUTDEHYD-RXN SSP1148:SLR0710-MONOMER 1.4.1.4
L1_42_43	305	49373	49678	L1_42	81415	-		Xanthomonadaceae (32033)	FIG045511: hypothetical antitoxin (to FIG022160: toxin)
L1_42_44	290	49688	49978	L1_42	81415	-		Bacteria (2)	FIG022160: hypothetical toxin
L1_42_45	242	50019	50261	L1_42	81415	-		Proteobacteria (1224)	FIG01015528:
L1_42_46	395	50305	50700	L1_42	81415	-		Oscillatoriales (1150)	MULTISPECIES: conserved membrane
L1_42_47	227	50913	51140	L1_42	81415	-		root (1)	hypothetical protein
L1_42_48	659	51250	51909	L1_42	81415	-	4.1.99.12	Proteobacteria (1224)	3,4-dihydroxy-2-butanone 4-phosphate synthase OS Pelobacter propionicus (strain DSM 2379) GN ribB PE 3 SV 1 # UNIPROT A1AKS6 DIOHBUTANONEPSYN-RXN 4.1.99.12
